trastuzumab abatacept
trastuzumab abciximab
trastuzumab adalimumab
trastuzumab alemtuzumab
trastuzumab altretamine
trastuzumab amsacrine
trastuzumab anakinra
trastuzumab asparaginase
trastuzumab azacitidine
trastuzumab azathioprine
trastuzumab basiliximab
trastuzumab betamethasone
trastuzumab bleomycin
trastuzumab busulfan
trastuzumab capecitabine
trastuzumab carboplatin
trastuzumab carmustine
trastuzumab chlorambucil
trastuzumab cisplatin
trastuzumab cladribine
trastuzumab clofarabine
trastuzumab corticotropin
trastuzumab cortisone_acetate
trastuzumab cyclophosphamide
trastuzumab cyclosporine
trastuzumab cytarabine
trastuzumab dacarbazine
trastuzumab daclizumab
trastuzumab dactinomycin
trastuzumab daunorubicin
trastuzumab denileukin_diftitox
trastuzumab dexamethasone
trastuzumab docetaxel
trastuzumab doxorubicin
trastuzumab efalizumab
trastuzumab epirubicin
trastuzumab erlotinib
trastuzumab estramustine
trastuzumab etanercept
trastuzumab etoposide
trastuzumab floxuridine
trastuzumab fludarabine
trastuzumab fludrocortisone
trastuzumab fluorouracil
trastuzumab gefitinib
trastuzumab gemcitabine
trastuzumab hydrocortisone
trastuzumab hydroxyurea
trastuzumab ibritumomab
trastuzumab idarubicin
trastuzumab ifosfamide
trastuzumab imatinib
trastuzumab infliximab
trastuzumab irinotecan
trastuzumab lenalidomide
trastuzumab lomustine
trastuzumab mechlorethamine
trastuzumab melphalan
trastuzumab mercaptopurine
trastuzumab methotrexate
trastuzumab methylprednisolone
trastuzumab mitomycin
trastuzumab mitoxantrone
trastuzumab muromonab
trastuzumab mycophenolate_mofetil
trastuzumab mycophenolic_acid
trastuzumab natalizumab
trastuzumab nelarabine
trastuzumab nilotinib
trastuzumab oxaliplatin
trastuzumab paclitaxel
trastuzumab pegaspargase
trastuzumab pentostatin
trastuzumab prednisolone
trastuzumab prednisone
trastuzumab procarbazine
trastuzumab rituximab
trastuzumab sirolimus
trastuzumab sorafenib
trastuzumab streptozocin
trastuzumab sunitinib
trastuzumab tacrolimus
trastuzumab temozolomide
trastuzumab temsirolimus
trastuzumab teniposide
trastuzumab thalidomide
trastuzumab thioguanine
trastuzumab thiotepa
trastuzumab topotecan
trastuzumab tositumomab
trastuzumab tretinoin
trastuzumab triamcinolone
trastuzumab valrubicin
trastuzumab vinblastine
trastuzumab vincristine
trastuzumab vinorelbine
trastuzumab certolizumab_pegol
trastuzumab rilonacept
procainamide amiodarone
procainamide cimetidine
procainamide ciprofloxacin
procainamide cisapride
procainamide dihydroquinidine_barbiturate
procainamide donepezil
procainamide galantamine
procainamide levofloxacin
procainamide mesoridazine
procainamide ofloxacin
procainamide quinidine
procainamide quinidine_barbiturate
procainamide ranitidine
procainamide ranolazine
procainamide rivastigmine
procainamide terfenadine
procainamide thioridazine
procainamide trimethoprim
procainamide vardenafil
procainamide ziprasidone
pantoprazole atazanavir
pantoprazole dasatinib
pantoprazole enoxacin
pantoprazole indinavir
pantoprazole itraconazole
pantoprazole ketoconazole
citalopram acenocoumarol
citalopram almotriptan
citalopram anisindione
citalopram carvedilol
citalopram clarithromycin
citalopram clozapine
citalopram dicumarol
citalopram eletriptan
citalopram erythromycin
citalopram frovatriptan
citalopram isocarboxazid
citalopram josamycin
citalopram linezolid
citalopram metoprolol
citalopram moclobemide
citalopram naratriptan
citalopram oxycodone
citalopram phenelzine
citalopram pimozide
citalopram propranolol
citalopram rasagiline
citalopram rizatriptan
citalopram selegiline
citalopram sibutramine
citalopram st._john's_wort
citalopram sumatriptan
citalopram tramadol
citalopram tranylcypromine
citalopram troleandomycin
citalopram warfarin
citalopram zolmitriptan
methoxsalen ethotoin
methoxsalen fosphenytoin
methoxsalen mephenytoin
methoxsalen phenytoin
glimepiride cyclosporine
glimepiride gemfibrozil
glimepiride glucosamine
glimepiride ketoconazole
glimepiride pregabalin
glimepiride repaglinide
glimepiride rifampin
lincomycin aluminium
lincomycin atracurium
lincomycin attapulgite
lincomycin doxacurium
lincomycin erythromycin
lincomycin gallamine_triethiodide
lincomycin kaolin
lincomycin metocurine
lincomycin mivacurium
lincomycin pancuronium
lincomycin pipecuronium
lincomycin rocuronium
lincomycin succinylcholine
lincomycin tubocurarine
lincomycin vecuronium
pivmecillinam demeclocycline
pivmecillinam doxycycline
pivmecillinam methacycline
pivmecillinam minocycline
pivmecillinam oxytetracycline
pivmecillinam rolitetracycline
pivmecillinam tetracycline
tigecycline acenocoumarol
tigecycline anisindione
tigecycline dicumarol
tigecycline warfarin
flurazepam amprenavir
flurazepam cimetidine
flurazepam clozapine
flurazepam ethotoin
flurazepam fluconazole
flurazepam fosamprenavir
flurazepam fosphenytoin
flurazepam indinavir
flurazepam itraconazole
flurazepam kava
flurazepam ketoconazole
flurazepam mephenytoin
flurazepam nelfinavir
flurazepam omeprazole
flurazepam phenytoin
flurazepam ritonavir
flurazepam saquinavir
flurazepam voriconazole
darifenacin clarithromycin
darifenacin donepezil
darifenacin galantamine
darifenacin itraconazole
darifenacin ketoconazole
darifenacin nefazodone
darifenacin nelfinavir
darifenacin ritonavir
darifenacin rivastigmine
cinacalcet erythromycin
cinacalcet itraconazole
cinacalcet ketoconazole
gefitinib acenocoumarol
gefitinib amobarbital
gefitinib anisindione
gefitinib aprobarbital
gefitinib butabarbital
gefitinib butalbital
gefitinib butethal
gefitinib carbamazepine
gefitinib clarithromycin
gefitinib dicumarol
gefitinib dihydroquinidine_barbiturate
gefitinib erythromycin
gefitinib ethotoin
gefitinib fosphenytoin
gefitinib heptabarbital
gefitinib hexobarbital
gefitinib itraconazole
gefitinib ketoconazole
gefitinib mephenytoin
gefitinib methohexital
gefitinib methylphenobarbital
gefitinib pentobarbital
gefitinib phenobarbital
gefitinib phenytoin
gefitinib primidone
gefitinib quinidine_barbiturate
gefitinib rifampin
gefitinib ritonavir
gefitinib secobarbital
gefitinib st._john's_wort
gefitinib talbutal
gefitinib warfarin
cefuroxime probenecid
dihydroergotamine acebutolol
dihydroergotamine almotriptan
dihydroergotamine amprenavir
dihydroergotamine amyl_nitrite
dihydroergotamine atazanavir
dihydroergotamine atenolol
dihydroergotamine betaxolol
dihydroergotamine bevantolol
dihydroergotamine bisoprolol
dihydroergotamine carteolol
dihydroergotamine carvedilol
dihydroergotamine clarithromycin
dihydroergotamine delavirdine
dihydroergotamine efavirenz
dihydroergotamine eletriptan
dihydroergotamine erythrityl_tetranitrate
dihydroergotamine erythromycin
dihydroergotamine esmolol
dihydroergotamine fluconazole
dihydroergotamine fluoxetine
dihydroergotamine fluvoxamine
dihydroergotamine fosamprenavir
dihydroergotamine frovatriptan
dihydroergotamine indinavir
dihydroergotamine isosorbide_dinitrate
dihydroergotamine isosorbide_mononitrate
dihydroergotamine itraconazole
dihydroergotamine josamycin
dihydroergotamine ketoconazole
dihydroergotamine labetalol
dihydroergotamine metoprolol
dihydroergotamine nadolol
dihydroergotamine naratriptan
dihydroergotamine nefazodone
dihydroergotamine nelfinavir
dihydroergotamine nitroglycerin
dihydroergotamine oxprenolol
dihydroergotamine penbutolol
dihydroergotamine pindolol
dihydroergotamine posaconazole
dihydroergotamine practolol
dihydroergotamine propranolol
dihydroergotamine ritonavir
dihydroergotamine rizatriptan
dihydroergotamine saquinavir
dihydroergotamine sibutramine
dihydroergotamine sotalol
dihydroergotamine sumatriptan
dihydroergotamine telithromycin
dihydroergotamine timolol
dihydroergotamine troleandomycin
dihydroergotamine voriconazole
dihydroergotamine zileuton
dihydroergotamine zolmitriptan
amiloride benazepril
amiloride candesartan
amiloride captopril
amiloride cilazapril
amiloride dihydroquinidine_barbiturate
amiloride enalapril
